method,source_input_contract,source_input_l2_norm,unit_samples_per_group,replicate,accounted_samples_total,qsvt_consumed_samples,unused_samples,used_fraction,actively_drawn_pairs,rng_seed,classical_weight_scale_reused,classical_intercept_reused,success_probability,fidelity,test_accuracy,raw_target_overlap,orientation_multiplier,orientation_flipped,relative_weight_l2_error
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,5,128,96,32,0.75,128,20271734,5.726650464525151,0.03129082689345313,0.10738805441547594,0.024300095292127327,0.53484,0.1558848783305402,1.0,False,1.2993191460680165
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,6,128,96,32,0.75,128,20271735,5.726650464525151,0.03129082689345313,0.14392365410627178,0.06359162991040938,0.56352,0.25217380893028796,1.0,False,1.222968675861906
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,7,128,96,32,0.75,128,20271736,5.726650464525151,0.03129082689345313,0.11687639848101045,0.04747305789901636,0.54608,0.21788312899124695,1.0,False,1.2506933045385291
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,8,128,96,32,0.75,128,20271737,5.726650464525151,0.03129082689345313,0.1251156938558409,0.02217039304773078,0.52336,0.1488972566830255,1.0,False,1.304685972421697
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,9,128,96,32,0.75,128,20271738,5.726650464525151,0.03129082689345313,0.13199753568601813,0.03307787108351402,0.5466,0.18187322805601164,1.0,False,1.2791612657862872
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,10,128,96,32,0.75,128,20271739,5.726650464525151,0.03129082689345313,0.14172924507571394,0.03543101104473123,0.52732,0.18823127010337903,1.0,False,1.2741810937983824
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,11,128,96,32,0.75,128,20271740,5.726650464525151,0.03129082689345313,0.14183928671313079,0.020250633603746855,0.542,0.14230472094680083,1.0,False,1.3097291926602226
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,12,128,96,32,0.75,128,20271741,5.726650464525151,0.03129082689345313,0.07667027849706355,0.0007180629628880136,0.50128,0.026796696865248402,1.0,False,1.3951367697360366
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,13,128,96,32,0.75,128,20271742,5.726650464525151,0.03129082689345313,0.1270807922220298,0.04503908010691176,0.5316,0.21222412706125512,1.0,False,1.2552098413721466
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,14,128,96,32,0.75,128,20271743,5.726650464525151,0.03129082689345313,0.15198495952583474,0.07572743014729069,0.55552,0.2751861736121397,1.0,False,1.20400483918285
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,15,128,96,32,0.75,128,20271744,5.726650464525151,0.03129082689345313,0.10947535914753805,0.022201665875738893,0.5312,0.1490022344655908,1.0,False,1.304605507833237
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,16,128,96,32,0.75,128,20271745,5.726650464525151,0.03129082689345313,0.1473119783827674,0.04019602859451426,0.5522,0.20048947252789673,1.0,False,1.264524042849406
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,17,128,96,32,0.75,128,20271746,5.726650464525151,0.03129082689345313,0.0824626572381314,0.0032137761550788003,0.491,0.05669017688346721,1.0,False,1.3735427354957201
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,18,128,96,32,0.75,128,20271747,5.726650464525151,0.03129082689345313,0.15431968082847047,0.07835010561344703,0.55296,0.2799108887011133,1.0,False,1.200074257118189
active_sampled_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,32,19,128,96,32,0.75,128,20271748,5.726650464525151,0.03129082689345313,0.10390258844103162,0.0035194697343309896,0.4974,0.059325118915439096,1.0,False,1.3716230393840436
expected_channel_unit_wrapper,intended_scale_safe_unit_vector_wrapper,1.0,64,0,192,192,0,1.0,0,20260729,5.726650464525151,0.03129082689345313,0.009813416968948767,0.9998282052556807,0.6776,0.9999140989383442,1.0,False,0.013107330899605956
